user_language,q2,q3,q4,q5,q6,q8,q9,q10_1,q10_2,q10_3,q11_1,q11_2,q11_3,q11_4,q12,q13_1,q13_2,q13_3,q13_4,q13_5,q13_6,q13_7,q14_1,q14_2,q14_3,q14_4,q14_5,q15_1,q15_2,q15_3,q15_4,q16_1,q16_2,q16_3,q16_4,q17_1,q17_2,q17_3,q18,q19,q20,q21,q22,q23,q24,q25_1,q25_2,q25_3,q26,q27_1,q27_2,q27_3,q28,q29,q30,q31,q38,q45_1,fl_15_do,tolerant_engagement_forums_invitation_do,federalism_do
EN,Yes,Male,No,Rural,Yes,"Southern Nations, Nationalities, and Peoples Region",Kembata,1,3,2,Never,Less than once a month,Every day,Every day,A few times a month,More than twice,Once or Twice,Once or Twice,Once or Twice,Once or Twice,More than 5 times,Never,More than 5 times,More than twice,More than 5 times,More than 5 times,More than 10 times,Official leader,Active member,Not a member,Inactive member,NA,NA,No,NA,1,10,10,Strongly disagree,I agree with B,I agree strongly with A,I agree with B,I agree with A,I agree with A,Neither agree nor disagree,Strongly like,Somewhat like,Somewhat like,Business sector (private for-profit companies),"No, I have not thought about it","Yes, it has crossed my mind","Yes, it has crossed my mind","No, I plan to stay in Addis",NA,Job opportunities,5,Very interested,6,FL_18,Q37,Q40|Q43|Q45
EN,Yes,Male,Yes,Urban,Yes,"Southern Nations, Nationalities, and Peoples Region","Kembata,Prefer not to say",1,3,2,Less than once a month,Every day,Never,Every day,Never,Once or Twice,Never,Never,Never,Never,Never,Never,Never,Never,Never,Once or Twice,Never,Prefer not to say,Not a member,Not a member,Not a member,No,No,No,Yes,5,6,6,Somewhat disagree,I agree with B,I agree with neither,I agree with B,I agree strongly with A,I agree with neither,Disagree,Neither like nor dislike,Neither like nor dislike,Neither like nor dislike,Business sector (private for-profit companies),"No, I have not thought about it","Yes, it has crossed my mind","No, I have not thought about it",I don't know my plans yet,NA,NA,30,Somewhat interested,4,FL_18,Q37,Q40|Q42|Q45
EN,Yes,Male,No,Urban,Yes,Addis Ababa,"Oromo,Tigre",1,NA,NA,Less than once a month,Every day,A few times a week,Every day,Never,Once or Twice,Never,Once or Twice,Once or Twice,Never,Once or Twice,Never,Never,Never,Once or Twice,More than twice,More than twice,Not a member,Not a member,Not a member,Not a member,No,No,No,Yes,5,7,10,Neither agree nor disagree,I agree strongly with B,I agree with A,I agree with B,I agree strongly with A,I agree with B,Strongly agree,Strongly like,Neither like nor dislike,Strongly like,Business sector (private for-profit companies),"No, I have not thought about it","Yes, it has crossed my mind","Yes, it has crossed my mind","No, I plan to stay in Addis",NA,Job opportunities,10,Very interested,8,FL_17,Q35,Q40|Q41|Q45
AMH,Yes,Male,No,Rural,Yes,Amhara Region,Amhara,1,2,3,Never,A few times a week,Less than once a month,Every day,Never,More than 5 times,Once or Twice,Never,Never,Never,Never,Never,Never,Never,Never,More than twice,Once or Twice,Not a member,Not a member,Not a member,Active member,No,No,No,NA,5,10,6,Strongly agree,I agree with B,I agree strongly with A,I agree with B,I agree strongly with A,I agree with B,Disagree,Strongly like,Somewhat like,Strongly like,Business sector (private for-profit companies),"No, I have not thought about it","Yes, it has crossed my mind","No, I have not thought about it","Yes, I plan to move back to my home region",Proximity to family,NA,5,Very interested,5,FL_18,Q35,Q40|Q43|Q45
EN,Yes,Male,Yes,Urban,No,Amhara Region,Amhara,1,2,3,A few times a week,A few times a week,Every day,Every day,Never,More than twice,More than twice,More than 5 times,More than 5 times,More than twice,More than twice,Never,More than twice,More than 10 times,Never,Never,Never,Active member,Prefer not to say,Not a member,Not a member,NA,Yes,No,Yes,0,10,10,Strongly disagree,I agree with B,I agree with B,I agree with B,I agree with A,I agree with A,Strongly agree,Strongly like,Somewhat dislike,Strongly like,Business sector (private for-profit companies),"No, I have not thought about it","Yes, it has crossed my mind","Yes, it has crossed my mind","Yes, I plan to move back to my home region","Job opportunities,Other educational opportunities,Proximity to family",NA,50,Somewhat interested,4,FL_17,Q34,Q40|Q41|Q45
EN,Yes,Male,Yes,Rural,No,Oromia Region,Oromo,NA,NA,NA,A few times a week,A few times a week,A few times a month,Every day,Never,More than 5 times,Never,Never,Never,Never,Once or Twice,Once or Twice,More than 10 times,Never,Never,Never,More than 10 times,Active member,Not a member,Not a member,Inactive member,NA,No,No,NA,7,10,5,Strongly disagree,I agree with B,I agree strongly with A,I agree strongly with B,I agree with A,I agree with A,Neither agree nor disagree,Somewhat like,Somewhat like,Strongly like,I don't know yet,"No, I have not thought about it","Yes, it has crossed my mind","Yes, it has crossed my mind","No, I plan to stay in Addis",NA,Job opportunities,3,Very interested,8,FL_18,Q34,Q40|Q44|Q45
EN,Yes,Male,Yes,Urban,No,Addis Ababa,Amhara,1,NA,NA,A few times a month,A few times a week,Never,Every day,Never,Never,Never,Once or Twice,Never,Never,Never,Once or Twice,Never,Once or Twice,Once or Twice,More than 10 times,More than 10 times,Not a member,Not a member,Not a member,Active member,No,No,No,NA,1,10,10,Strongly disagree,I agree with B,I agree strongly with A,I agree strongly with B,I agree strongly with A,I agree strongly with B,Strongly disagree,Strongly like,Somewhat like,Strongly like,Business sector (private for-profit companies),"No, I have not thought about it","Yes, it has crossed my mind","Yes, it has crossed my mind","Yes, I plan to move to another region",Job opportunities,NA,10,Very interested,10,FL_17,Q34,Q40|Q43|Q45
EN,Yes,Male,Yes,Rural,Yes,"Southern Nations, Nationalities, and Peoples Region",Hadiya,1,2,3,A few times a month,A few times a month,A few times a month,Every day,Never,Never,Once or Twice,Never,Never,Never,Never,Never,Once or Twice,Never,Once or Twice,Once or Twice,Never,Active member,Not a member,Not a member,Not a member,NA,No,Yes,Yes,5,10,10,Strongly disagree,I agree with B,I agree strongly with A,I agree with B,I agree strongly with A,I agree with B,Agree,Strongly like,Somewhat like,Strongly like,Business sector (private for-profit companies),"No, I have not thought about it","Yes, it has crossed my mind","Yes, it has crossed my mind","No, I plan to stay in Addis",NA,Job opportunities,5,Very uninterested,5,FL_17,Q34,Q40|Q42|Q45
EN,Yes,Male,Yes,Rural,No,"Southern Nations, Nationalities, and Peoples Region",Hadiya,3,1,2,A few times a week,Never,A few times a month,A few times a week,Less than once a month,More than 5 times,Never,Once or Twice,Never,More than twice,More than twice,Once or Twice,More than 10 times,Once or Twice,Once or Twice,Never,Never,Active member,Active member,Inactive member,Active member,NA,NA,NA,NA,5,9,10,Neither agree nor disagree,I agree strongly with B,I agree strongly with A,I agree strongly with B,I agree strongly with A,I agree strongly with B,Agree,Somewhat like,Neither like nor dislike,Strongly like,"Public sector or civil service (ex. public university, government ministry)","No, I have not thought about it","Yes, it has crossed my mind","Yes, it has crossed my mind","No, I plan to stay in Addis",NA,Other educational opportunities,10,Very interested,5,FL_18,Q36,Q40|Q42|Q45
EN,Yes,Female,No,Urban,Yes,Addis Ababa,Other,3,2,1,Never,Never,A few times a month,Every day,Never,Never,Never,More than twice,Never,Never,Never,Never,Never,Never,Never,Never,Never,Prefer not to say,Inactive member,Prefer not to say,Inactive member,No,NA,No,NA,0,0,8,Strongly disagree,I agree strongly with B,I agree with A,I agree strongly with B,I agree with B,I agree strongly with A,Strongly agree,Somewhat dislike,Neither like nor dislike,Neither like nor dislike,Business sector (private for-profit companies),"No, I have not thought about it","Yes, it has crossed my mind",NA,"No, I plan to stay in Addis",NA,"Job opportunities,Proximity to family",15,Somewhat uninterested,5,FL_18,Q36,Q40|Q41|Q45
EN,Yes,Male,Yes,Rural,Yes,Amhara Region,Amhara,1,2,3,Every day,A few times a week,Every day,A few times a week,Never,More than 5 times,More than 10 times,More than 5 times,More than twice,More than twice,More than 5 times,Once or Twice,More than 5 times,More than 5 times,More than 5 times,More than twice,More than twice,Active member,Active member,Not a member,Active member,NA,NA,No,NA,2,7,6,Strongly disagree,I agree with B,I agree strongly with A,I agree strongly with B,I agree strongly with A,I agree strongly with B,Strongly disagree,Strongly like,Somewhat like,Strongly like,"Public sector or civil service (ex. public university, government ministry)","No, I have not thought about it","Yes, it has crossed my mind","Yes, it has crossed my mind","Yes, I plan to move to another region","Job opportunities,Other educational opportunities,Proximity to family",NA,20,Very interested,9,FL_17,Q36,Q40|Q44|Q45
EN,Yes,Male,Yes,Rural,Yes,Benishangul-Gumuz Region,Shinasha,1,2,3,Less than once a month,Never,Less than once a month,Every day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Once or Twice,More than twice,More than 5 times,More than 10 times,Not a member,Not a member,Not a member,Not a member,Yes,No,No,Yes,1,5,6,Strongly disagree,I agree strongly with B,I agree strongly with A,I agree with B,I agree strongly with A,I agree strongly with B,Disagree,Neither like nor dislike,Somewhat dislike,Strongly like,Business sector (private for-profit companies),"No, I have not thought about it","Yes, it has crossed my mind","No, I have not thought about it","Yes, I plan to move back to my home region",Job opportunities,NA,50,Very interested,7,FL_18,Q35,Q40|Q42|Q45
EN,Yes,Male,Yes,Rural,No,"Southern Nations, Nationalities, and Peoples Region",Hadiya,3,1,2,A few times a week,Never,Never,A few times a week,A few times a week,More than twice,Never,Once or Twice,Never,More than twice,More than 5 times,Once or Twice,More than 5 times,Never,Never,Never,Never,Active member,Active member,Inactive member,Active member,NA,NA,NA,NA,5,9,10,Neither agree nor disagree,I agree strongly with B,I agree strongly with B,I agree with B,I agree strongly with A,I agree strongly with B,Agree,Strongly like,Somewhat like,Strongly like,"Public sector or civil service (ex. public university, government ministry)","No, I have not thought about it","Yes, it has crossed my mind","Yes, it has crossed my mind","No, I plan to stay in Addis",NA,Other educational opportunities,5,Very interested,5,FL_18,Q34,Q40|Q44|Q45
EN,Yes,Female,No,Urban,Yes,Addis Ababa,Prefer not to say,1,NA,NA,Less than once a month,A few times a month,A few times a month,A few times a week,Never,Never,Never,Once or Twice,Once or Twice,Never,Never,Never,Never,Never,More than twice,More than 10 times,Never,Not a member,Not a member,Not a member,Not a member,Yes,No,No,Yes,2,10,3,Somewhat disagree,I agree strongly with B,I agree with B,I agree with B,I agree with B,I agree with B,Neither agree nor disagree,Neither like nor dislike,Neither like nor dislike,Neither like nor dislike,Business sector (private for-profit companies),"No, I have not thought about it","Yes, it has crossed my mind","No, I have not thought about it",I don't know my plans yet,NA,NA,9,Somewhat uninterested,6,FL_17,Q37,Q40|Q43|Q45
EN,Yes,Male,Yes,Urban,Yes,"Southern Nations, Nationalities, and Peoples Region",Hadiya,NA,NA,NA,A few times a week,A few times a month,A few times a month,A few times a week,A few times a month,More than 5 times,Never,More than 5 times,Never,More than 5 times,Never,More than 5 times,More than 10 times,Never,Never,Never,Never,Official leader,Active member,Inactive member,Active member,NA,NA,NA,NA,5,9,10,Neither agree nor disagree,I agree strongly with B,I agree strongly with B,I agree with B,I agree strongly with A,I agree with B,Agree,Strongly like,Somewhat like,Strongly like,"Public sector or civil service (ex. public university, government ministry)","No, I have not thought about it","Yes, it has crossed my mind","Yes, it has crossed my mind","No, I plan to stay in Addis",NA,Other educational opportunities,6,Very interested,5,FL_17,Q36,Q40|Q41|Q45
EN,Yes,Male,Yes,Rural,No,Oromia Region,Other,3,1,2,A few times a week,A few times a month,Every day,Every day,A few times a month,More than twice,More than 10 times,More than twice,More than 10 times,More than 10 times,More than 5 times,More than 5 times,More than 10 times,Once or Twice,Once or Twice,Once or Twice,Never,Active member,Active member,Prefer not to say,Active member,NA,NA,No,NA,1,0,2,Strongly disagree,I agree strongly with B,I agree strongly with A,I agree strongly with B,I agree strongly with B,I agree strongly with A,Agree,Strongly like,Somewhat dislike,Somewhat dislike,"Public sector or civil service (ex. public university, government ministry)","No, I have not thought about it","No, I have not thought about it","Yes, it has crossed my mind","No, I plan to stay in Addis",NA,"Job opportunities,Other educational opportunities",10,Very interested,9,FL_17,Q37,Q40|Q41|Q45
EN,Yes,Female,Yes,Urban,Yes,Addis Ababa,"Amhara,Oromo",1,2,3,Never,A few times a month,Less than once a month,A few times a week,Never,Once or Twice,Once or Twice,Once or Twice,Never,Never,Once or Twice,Never,More than 10 times,Once or Twice,Once or Twice,Once or Twice,More than 10 times,Inactive member,Not a member,Not a member,Inactive member,NA,No,No,NA,3,7,5,Strongly disagree,I agree with B,I agree strongly with A,I agree strongly with B,I agree strongly with A,I agree with neither,Neither agree nor disagree,Somewhat like,Neither like nor dislike,Neither like nor dislike,Business sector (private for-profit companies),"No, I have not thought about it","Yes, it has crossed my mind","Yes, it has crossed my mind",I don't know my plans yet,NA,NA,15,Very interested,6,FL_17,Q36,Q40|Q43|Q45
EN,Yes,Female,Yes,Rural,Yes,Oromia Region,Amhara,1,2,3,Never,A few times a month,Less than once a month,Every day,Never,Once or Twice,Once or Twice,Once or Twice,Once or Twice,Never,Once or Twice,Once or Twice,More than 5 times,More than twice,Once or Twice,More than 10 times,More than 5 times,Inactive member,Not a member,Not a member,Inactive member,NA,No,No,NA,5,10,10,Strongly disagree,I agree strongly with A,I agree strongly with A,I agree with B,I agree strongly with A,I agree with B,Agree,Strongly like,Somewhat like,Somewhat like,"Public sector or civil service (ex. public university, government ministry)","No, I have not thought about it","Yes, it has crossed my mind","No, I have not thought about it","No, I plan to stay in Addis",NA,Job opportunities,3,Very interested,10,FL_18,Q35,Q40|Q42|Q45
EN,Yes,Male,No,Urban,Yes,Addis Ababa,Amhara,1,2,3,Less than once a month,Every day,A few times a month,Every day,Never,Never,Never,Once or Twice,Once or Twice,Never,More than twice,Never,More than twice,Never,More than twice,More than 10 times,More than 5 times,Active member,Not a member,Not a member,Not a member,NA,No,No,Yes,1,9,6,Somewhat disagree,I agree with B,I agree strongly with A,I agree strongly with B,I agree with neither,I agree with B,Agree,Neither like nor dislike,Neither like nor dislike,Neither like nor dislike,Business sector (private for-profit companies),"No, I have not thought about it","Yes, it has crossed my mind","No, I have not thought about it","Yes, I plan to move to another region",Job opportunities,NA,10,Somewhat interested,7,FL_17,Q36,Q40|Q44|Q45
